iter,combined_train_mse_deg2,lat_train_mse_deg2,lon_train_mse_deg2,lat_train_rmse_deg,lon_train_rmse_deg
65,8.780995459192857,5.372463455957109,12.189527462428604,2.3178575141619704,3.4913503780670028
66,8.711185256340967,5.31310662460261,12.109263888079324,2.3050177059195467,3.4798367617000836
67,8.64746514814001,5.2563859313534795,12.03854436492654,2.292680948442997,3.469660554712311
68,8.577847088889104,5.192277991950663,11.963416185827544,2.2786570588727613,3.4588171657125133
69,8.51581504298112,5.137163323281134,11.894466762681109,2.2665311211808086,3.4488355661992802
70,8.456902036845344,5.08396368638551,11.829840387305177,2.2547646631933698,3.439453501256439
71,8.396796604861073,5.032492763778915,11.76110044594323,2.2433218145818747,3.429446084419936
72,8.341038014541834,4.987355397778864,11.694720631304802,2.2332387686449615,3.4197544694473025
73,8.28636780911566,4.9423262195599325,11.63040939867139,2.2231343233281997,3.410338604694758
74,8.240720659101422,4.904165958043435,11.577275360159408,2.2145351561994753,3.4025395457157304
75,8.182028061589588,4.8596195729527025,11.504436550226472,2.2044544842098017,3.391819062129711
76,8.125783428307223,4.815676011218554,11.435890845395893,2.1944648575947974,3.381699401986506
77,8.075159838501804,4.769739456118771,11.38058022088484,2.183973318545529,3.3735115563585727
78,8.021322148408714,4.735771584276614,11.306872712540814,2.176182801208716,3.3625693617442027
79,7.970366553261307,4.701758691647531,11.238974414875083,2.1683539129135565,3.352457966160811
80,7.92466368716221,4.670498739015327,11.178828635309092,2.1611336698629557,3.343475532332948
81,7.878337877925999,4.63769520809013,11.118980547761867,2.1535308700109526,3.3345135398978165
82,7.830750246313974,4.599808160718135,11.061692331909812,2.1447163357232433,3.3259122555939165
83,7.78395146627112,4.567349936229529,11.000552996312711,2.1371359189881978,3.3167081566385535
84,7.7383798727398645,4.531818320439167,10.944941425040563,2.128806783256566,3.308313985256019
85,7.699128268129824,4.501980680380744,10.896275855878903,2.1217871430425683,3.3009507502958755
86,7.660804889008153,4.472348662169865,10.849261115846442,2.11479281778851,3.293821658172531
87,7.618700306594718,4.437966688954759,10.799433924234677,2.1066482119601173,3.286249218217431
88,7.5793493976316935,4.406640995592568,10.752057799670819,2.099200084697161,3.2790330586425656
89,7.53970036627637,4.3726400915548815,10.706760640997858,2.09108586422339,3.2721186777068247
90,7.497824316497093,4.342558161838893,10.653090471155293,2.0838805536399856,3.263907239974092
91,7.460969293156653,4.309586611527332,10.612351974785975,2.0759543857048817,3.25766050637355
92,7.425146993264874,4.278604025261009,10.571689961268739,2.0684786741131775,3.2514135327990408
93,7.3929490808305705,4.254203388935416,10.531694772725725,2.0625720324234535,3.245257273734353
94,7.353277884773704,4.226654519130404,10.479901250417004,2.055882905014389,3.2372675592877713
95,7.3167509294596185,4.193633946287397,10.43986791263184,2.0478364061338974,3.231078444208967
96,7.284160515986369,4.167831726009416,10.400489305963323,2.041526812463999,3.224978962096237
97,7.243751797718957,4.1328878978757695,10.354615697562146,2.0329505399482226,3.2178588684965885
98,7.2069300853265315,4.104082733370694,10.309777437282369,2.0258535814245544,3.210884214244165
99,7.178307496481338,4.08440644649308,10.272208546469596,2.020991451365661,3.20502863426672
100,7.1520648607115955,4.0631992756987705,10.240930445724421,2.0157378985619063,3.200145378842096
101,7.119093426136326,4.035162449751755,10.203024402520896,2.008771378169192,3.194217338022085
102,7.084890910157123,4.01051010803809,10.159271712276155,2.0026258032987814,3.1873612459644662
103,7.053098549194823,3.9914239339466424,10.114773164443005,1.9978548330513513,3.1803731171739904
104,7.019161169568733,3.971669960388317,10.066652378749149,1.992904905003828,3.1727988241849103
105,6.988381922933794,3.94699221356428,10.029771632303309,1.9867038565332982,3.166981470154713
106,6.95488204620544,3.923112134685411,9.986651957725469,1.9806847640867566,3.16016644462368
107,6.92537301317896,3.9047441218060968,9.946001904551823,1.97604254048492,3.153728254709309
108,6.892577943784678,3.883832758708701,9.901323128860655,1.9707442144298435,3.1466367964639095
109,6.863051427970014,3.8624234616437016,9.863679394296325,1.9653049284128155,3.140649517901723
110,6.839998247734355,3.8467570228608503,9.83323947260786,1.9613151258430783,3.135799654411592
111,6.8164257114553415,3.8275618110049865,9.805289611905696,1.9564155517182402,3.131339906797998
112,6.78737352577248,3.8076245794052856,9.767122472139675,1.9513135523040077,3.1252395863580884
